rank,team,club,teamID,gp,w,l,d,pts,ppg,gf,ga,gd
1,Eclipse Select SC ECNL GU13,Eclipse Select Soccer Club,59906,19,16,1,2,50,2.63,52,12,40
2,Michigan Hawks ECNL GU13,Michigan Hawks,50646,19,15,3,1,46,2.42,44,9,35
3,Midwest United FC ECNL GU13,Midwest United FC,59338,19,8,9,2,26,1.37,34,28,6
4,Eclipse Select SC North ECNL GU13,Eclipse Select Soccer Club,59824,19,7,8,4,25,1.32,18,18,0
5,Liverpool FC IA Michigan ECNL GU13,Liverpool FC-IA Michigan,58647,19,5,13,1,16,0.84,21,47,-26
6,FC Wisconsin ECNL GU13,FC Wisconsin Girls,53835,19,2,13,4,10,0.53,7,42,-35
7,Michigan Hawks Magic ECNL GU13,Michigan Hawks,54823,19,2,14,3,9,0.47,18,54,-36
