date,time,type,homeTeam,homeScore,awayScore,awayTeam,complex,venue,status,matchID
2020-08-29,11:55 AM,Bracket,Oklahoma Celtic ECNL GU14,1,8,DKSC ECNL GU14,Oklahoma Celtic,Field 11,On Time,171256
2020-09-05,09:00 AM,Bracket,Sting Dallas Black ECNL GU14,2,2,Sting Dallas Royal ECNL GU14,Sting Complex,Field 2,On Time,171262
2020-09-05,11:00 AM,Bracket,Oklahoma Celtic ECNL GU14,0,8,Dallas Texans ECNL GU14,Oklahoma Celtic,Field 11,On Time,171260
2020-09-05,11:00 AM,Bracket,DKSC ECNL GU14,2,1,FC Dallas ECNL GU14,Cox Soccer Complex,Field 2,On Time,171263
2020-09-05,01:00 PM,Bracket,Tulsa SC ECNL GU14,1,1,Solar ECNL GU14,ISSC,Field 37,On Time,171261
2020-09-05,02:00 PM,Bracket,Challenge SC ECNL GU14,3,0,Classics Elite ECNL GU14,Burroughs Park,Field 2,On Time,171258
2020-09-13,09:00 AM,Bracket,FC Dallas ECNL GU14,5,0,Sting Dallas Black ECNL GU14,Toyota Soccer Center,Field 6,On Time,171268
2020-09-13,11:00 AM,Bracket,AHFC ECNL GU14,1,0,Classics Elite ECNL GU14,Campbell Road Sports Park,Field 5,On Time,171265
2020-09-13,11:00 AM,Bracket,Dallas Texans ECNL GU14,1,1,Tulsa SC ECNL GU14,Ross Stewart Soccer Complex,Field 1,On Time,171266
2020-09-13,11:00 AM,Bracket,Solar ECNL GU14,13,0,Oklahoma Celtic ECNL GU14,Fairview Soccer Park ,Field 1,On Time,171267
2020-09-13,02:00 PM,Bracket,Challenge SC ECNL GU14,1,2,Sting Austin ECNL GU14,Burroughs Park,Field 1,On Time,171264
2020-09-19,09:00 AM,Bracket,Classics Elite ECNL GU14,1,4,Tulsa SC ECNL GU14,CE Soccer Complex,Field 5,On Time,171271
2020-09-19,11:00 AM,Bracket,Sting Austin ECNL GU14,1,0,Oklahoma Celtic ECNL GU14,1849 Park,Field 3A,On Time,171270
