date,time,type,homeTeam,homeScore,awayScore,awayTeam,complex,venue,status,matchID
2022-07-08,08:00 AM,Bracket,Solar SC ECNL GU16,5,4,PDA Blue ECNL G2006,West Creek Soccer Complex,Field #02,On Time,343047
2022-07-08,08:00 AM,Bracket,Slammers FC HB Koge ECNL GU16,1,1,SLSG Navy ECNL GU16,West Creek Soccer Complex,Field #04,On Time,343048
2022-07-08,08:00 AM,Bracket,Internationals SC ECNL GU16,7,3,FC Dallas ECNL GU16,West Creek Soccer Complex,Field #03,On Time,343049
2022-07-08,08:00 AM,Bracket,Ohio Premier ECNL GU16,1,2,Colorado Rapids ECNL GU16,West Creek Soccer Complex,Field #01,On Time,343050
2022-07-09,08:00 AM,Bracket,Solar SC ECNL GU16,1,4,SLSG Navy ECNL GU16,West Creek Soccer Complex,Field #02,On Time,343051
2022-07-09,08:00 AM,Bracket,Internationals SC ECNL GU16,2,7,Colorado Rapids ECNL GU16,West Creek Soccer Complex,Field #04,On Time,343052
2022-07-09,08:00 AM,Bracket,PDA Blue ECNL G2006,5,5,Slammers FC HB Koge ECNL GU16,West Creek Soccer Complex,Field #01,On Time,343054
2022-07-09,08:00 AM,Bracket,FC Dallas ECNL GU16,2,0,Ohio Premier ECNL GU16,West Creek Soccer Complex,Field #03,On Time,343055
2022-07-11,08:00 AM,Bracket,SLSG Navy ECNL GU16,1,0,Colorado Rapids ECNL GU16,West Creek Soccer Complex,Field #03,On Time,343053
