rank,team,club,teamID,gp,w,l,d,pts,ppg,gf,ga,gd
1,San Diego Surf ECNL G11,San Diego Surf Soccer Club,77020,3,3,0,0,9,3.0,14,2,12
2,Charlotte SA ECNL G11,Charlotte Soccer Academy,82098,3,3,0,0,9,3.0,14,3,11
3,So Cal Blues ECNL G11,So Cal Blues,82132,3,3,0,0,9,3.0,10,0,10
4,Eclipse Select SC ECNL G11,Eclipse Select Soccer Club,78148,3,3,0,0,9,3.0,9,0,9
5,XF Academy ECNL G11,Crossfire Premier,82131,3,3,0,0,9,3.0,9,5,4
6,Arlington Soccer ECNL G11,Arlington Soccer Association,82199,3,2,0,1,7,2.33,10,2,8
7,SUSA FC ECNL G11,SUSA FC,59943,3,2,0,1,7,2.33,7,1,6
8,Slammers FC HB Koge ECNL G11,Slammers FC HB Koge,64493,3,2,0,1,7,2.33,4,0,4
9,Eastside FC ECNL G11,Eastside FC (WA),76992,3,2,0,1,7,2.33,8,5,3
10,Legends FC ECNL G11,Legends FC (CA),24716,3,2,0,1,7,2.33,4,1,3
11,FC Stars Blue ECNL G11,FC Stars,61500,3,2,0,1,7,2.33,6,4,2
12,FC Dallas ECNL G11,FC Dallas Youth,63889,3,2,1,0,6,2.0,11,4,7
13,Richmond United ECNL G11,Richmond United,81703,3,2,1,0,6,2.0,10,4,6
14,SLAMMERS FC ECNL G11,Slammers FC,61426,3,2,1,0,6,2.0,9,5,4
15,PDA Blue ECNL G11,PDA Blue (North),44465,3,2,1,0,6,2.0,7,4,3
16,Eagles SC ECNL G11,Eagles SC,25917,3,2,1,0,6,2.0,6,3,3
17,Washington Premier ECNL G11,Washington Premier FC,81526,3,2,1,0,6,2.0,5,4,1
18,East Meadow SC ECNL G11,East Meadow Soccer Club,60352,3,2,1,0,6,2.0,5,4,1
19,Michigan Hawks ECNL G11,Michigan Hawks,54493,3,2,1,0,6,2.0,3,2,1
20,Solar SC ECNL G11,Solar SC,81882,3,2,1,0,6,2.0,4,4,0
21,United Futbol Academy ECNL G11,United Futbol Academy,78164,3,1,1,1,4,1.33,9,4,5
22,Bay Area Surf ECNL G11,Bay Area Surf,74987,3,1,1,1,4,1.33,7,6,1
23,Mustang SC ECNL G11,Mustang Soccer,31529,3,1,1,1,4,1.33,3,2,1
24,Real Colorado National ECNL G11,Real Colorado,81431,3,1,1,1,4,1.33,7,7,0
25,Tennessee Soccer Club ECNL G11,Tennessee SC,82416,3,1,1,1,4,1.33,5,6,-1
26,Bethesda SC ECNL G11,Bethesda SC,69569,3,1,2,0,3,1.0,3,3,0
27,FL Premier FC ECNL G11,Florida Premier FC,69294,3,1,2,0,3,1.0,2,4,-2
28,Sting Dallas Black ECNL G11,Sting Soccer Club,80765,3,1,2,0,3,1.0,3,7,-4
29,Cleveland Force SC ECNL G11,Cleveland Force SC,60170,3,1,2,0,3,1.0,5,10,-5
30,Liverpool FC IA Michigan ECNL G11,Liverpool FC-IA Michigan,69697,3,1,2,0,3,1.0,2,15,-13
31,GSA ECNL G11,Gwinnett Soccer Academy,78200,3,0,1,2,2,0.67,3,5,-2
32,Challenge SC ECNL G11,Challenge SC,79514,3,0,1,2,2,0.67,3,9,-6
33,Sporting Blue Valley ECNL G11,Sporting Blue Valley,79701,3,0,2,1,1,0.33,1,5,-4
34,Florida Elite ECNL G11,Sporting SA,69334,3,0,2,1,1,0.33,3,8,-5
35,NC Courage ECNL G11,NC Courage Academy,81852,3,0,2,1,1,0.33,2,7,-5
36,Concorde Fire Platinum ECNL G11,Concorde Fire ,81340,3,0,2,1,1,0.33,1,6,-5
37,OK Energy FC ECNL G11,Oklahoma Energy FC,80774,3,0,2,1,1,0.33,0,5,-5
38,FC Prime G11 ECNL,Athletic Club Florida,83371,3,0,2,1,1,0.33,2,9,-7
39,VDA ECNL G11,Virginia Development Academy,81266,3,0,2,1,1,0.33,2,10,-8
40,SLSG Navy ECNL G11,St. Louis Scott Gallagher,79620,3,0,3,0,0,0.0,4,9,-5
41,Penn Fusion SA ECNL G11,Penn Fusion Soccer Academy,68841,3,0,3,0,0,0.0,3,8,-5
42,MVLA ECNL G11,MVLA,55477,3,0,3,0,0,0.0,1,7,-6
43,FC Alliance ECNL G11,FC Alliance TN,59429,3,0,3,0,0,0.0,7,14,-7
44,Internationals SC ECNL G11,Internationals SC,54724,3,0,3,0,0,0.0,0,10,-10
