date,time,type,homeTeam,homeScore,awayScore,awayTeam,complex,venue,status,matchID
2020-09-12,10:00 AM,Bracket,NCFC Youth ECNL GU15,1,2,NC Fusion ECNL GU15,WRAL Soccer Center,Soccer.com #12,On Time,194104
2020-09-12,11:00 AM,Bracket,CESA ECNL GU15,3,2,Charlotte SA ECNL GU15,Mesa Soccer Complex,Field 1,On Time,194106
2020-09-12,12:00 PM,Bracket,NC Courage ECNL GU15,1,0,Wilmington Hammerheads ECNL GU15,WRAL Soccer Complex,WRAL 05 First Watch,On Time,194103
2020-09-12,12:00 PM,Bracket,Charlotte Independence ECNL GU15,0,3,South Carolina United ECNL GU15,Bailey Road Park,Field 2 (lower),On Time,194105
2020-09-12,01:00 PM,Bracket,Richmond United ECNL GU15,4,0,Loudoun Soccer ECNL GU15,West Creek,Field 7,On Time,194102
2020-09-13,12:00 PM,Bracket,NC Fusion ECNL GU15,3,3,NC Courage ECNL GU15,Truist Sports Park,Field 2,On Time,194108
2020-09-13,01:00 PM,Bracket,Charlotte Independence ECNL GU15,0,3,CESA ECNL GU15,Bailey Road Park,Field 2 (lower),On Time,194110
2020-09-13,02:00 PM,Bracket,BRYC Elite Academy ECNL GU15,2,3,McLean YSA ECNL GU15,Robinson High School,Stadium Turf,On Time,194107
2020-09-13,03:00 PM,Bracket,Wilmington Hammerheads ECNL GU15,3,1,NCFC Youth ECNL GU15,Cape Fear Regional Soccer Park,Field 2,On Time,194109
2020-09-19,09:00 AM,Bracket,VDA ECNL GU15,4,1,Loudoun Soccer ECNL GU15,Ali Krieger Sports Complex (AKSC),Field 7,On Time,194111
2020-09-19,11:00 AM,Bracket,Richmond United ECNL GU15,3,1,BRYC Elite Academy ECNL GU15,West Creek,Field 7,On Time,194112
2020-09-19,12:00 PM,Bracket,NCFC Youth ECNL GU15,1,4,CESA ECNL GU15,WRAL Soccer Center,Ricky Horwitz #3,On Time,194114
2020-09-19,12:00 PM,Bracket,NC Fusion ECNL GU15,4,2,Wilmington Hammerheads ECNL GU15,Truist Soccer Complex at Bryan Park,BP 07,On Time,194115
2020-09-19,02:00 PM,Bracket,NC Courage ECNL GU15,2,2,South Carolina United ECNL GU15,WRAL Soccer Complex,WRAL 04 Accentuate Staffing ,On Time,194113
2020-09-19,02:00 PM,Bracket,Charlotte SA ECNL GU15,1,1,Charlotte Independence ECNL GU15,OrthoCarolina Sportsplex,Field 5,On Time,194116
2020-09-20,11:00 AM,Bracket,NC Courage ECNL GU15,0,2,CESA ECNL GU15,WRAL Soccer Complex,WRAL 05 First Watch,On Time,194117
2020-09-20,01:00 PM,Bracket,NCFC Youth ECNL GU15,3,1,South Carolina United ECNL GU15,Wake Competition Center,Field 1,On Time,194118
2020-09-20,01:00 PM,Bracket,Charlotte SA ECNL GU15,2,0,NC Fusion ECNL GU15,OrthoCarolina Sportsplex,Field 4,On Time,194119
2020-09-26,01:00 PM,Bracket,VDA ECNL GU15,2,1,BRYC Elite Academy ECNL GU15,Ali Krieger Sports Complex (AKSC),Field 7,On Time,194121
2020-09-26,01:00 PM,Bracket,NC Fusion ECNL GU15,3,1,South Carolina United ECNL GU15,Truist Soccer Complex at Bryan Park,BP 07,On Time,194124
2020-09-26,02:00 PM,Bracket,NC Courage ECNL GU15,3,2,Charlotte SA ECNL GU15,WRAL Soccer Complex,WRAL 05 First Watch,On Time,194122
2020-09-26,02:00 PM,Bracket,NCFC Youth ECNL GU15,1,0,Charlotte Independence ECNL GU15,WRAL Soccer Center,Office Mart #13,On Time,194123
2020-09-26,03:00 PM,Bracket,McLean YSA ECNL GU15,1,1,Richmond United ECNL GU15,Lewinsville Park,Field 3,On Time,194120
2020-09-27,03:00 PM,Bracket,South Carolina United ECNL GU15,0,4,Charlotte SA ECNL GU15,Southeastern Freight Lines Complex,Field 1,On Time,194125
2020-10-03,11:00 AM,Bracket,Wilmington Hammerheads ECNL GU15,1,3,CESA ECNL GU15,Cape Fear Regional Soccer Park,Field 2,On Time,194127
2020-10-03,01:00 PM,Bracket,Richmond United ECNL GU15,1,1,VDA ECNL GU15,West Creek,Field 7,On Time,194126
2020-10-03,02:00 PM,Bracket,Charlotte SA ECNL GU15,4,0,South Carolina United ECNL GU15,OrthoCarolina Sportsplex,Field 6,On Time,194128
2020-10-04,12:00 PM,Bracket,Loudoun Soccer ECNL GU15,2,2,McLean YSA ECNL GU15,Loudoun Soccer Park,Field 1,On Time,194129
