rank,team,club,teamID,gp,w,l,d,pts,ppg,gf,ga,gd
1,SLSG Navy ECNL GU13,St. Louis Scott Gallagher,46768,14,11,2,1,34,2.43,35,7,28
2,Kansas City Athletics ECNL GU13,KC Athletics,46766,14,6,3,5,23,1.64,32,18,14
3,Minnesota Thunder ECNL GU13,Minnesota Thunder Academy,46774,14,3,7,4,13,0.93,16,20,-4
4,Gretna Elite Academy ECNL GU13,Gretna Elite Academy,46765,13,1,12,0,3,0.23,7,54,-47
