rank,team,club,teamID,gp,w,l,d,pts,ppg,gf,ga,gd
1,Eclipse Select SC ECNL GU13,Eclipse Select Soccer Club,46760,14,11,1,2,35,2.5,52,5,47
2,Eclipse Select SC North ECNL GU13,Eclipse Select Soccer Club,46762,13,8,4,1,25,1.92,18,15,3
3,FC Wisconsin ECNL GU13,FC Wisconsin Girls,46764,15,3,11,1,10,0.67,10,40,-30
4,Vardar ECNL GU13,Vardar,46776,15,0,15,0,0,0.0,0,54,-54
