date,time,type,homeTeam,homeScore,awayScore,awayTeam,complex,venue,status,matchID
0001-01-01,TBD,Bracket,Gretna Elite Academy ECNL GU15,,,FC Wisconsin ECNL GU15,,,On Time,172092
2020-09-12,08:00 AM,Bracket,Kansas City Athletics ECNL GU15,1,1,SLSG Navy ECNL GU15,Olathe District Activity Complex,Football Field,On Time,172049
2020-09-12,09:00 AM,Bracket,Gretna Elite Academy ECNL GU15,2,4,SLSG White ECNL GU15,College Boulevard Athletic Complex,Field 1,On Time,172050
2020-09-12,12:45 PM,Bracket,FC Wisconsin ECNL GU15,2,1,Michigan Hawks Magic ECNL GU15,FC Wisconsin Soccer Park,Field 1 - Val Olla Field,On Time,172051
2020-09-12,05:45 PM,Bracket,Eclipse Select SC North ECNL GU15,3,0,Vardar ECNL GU15,FC Wisconsin Soccer Park,Field 1 - Val Olla Field,On Time,172052
2020-09-13,09:00 AM,Bracket,Kansas City Athletics ECNL GU15,2,0,SLSG White ECNL GU15,College Boulevard Activity Complex,Football Field,On Time,172053
2020-09-13,09:00 AM,Bracket,Gretna Elite Academy ECNL GU15,0,8,SLSG Navy ECNL GU15,College Boulevard Athletic Complex,Field 1,On Time,172054
2020-09-13,12:45 PM,Bracket,FC Wisconsin ECNL GU15,2,2,Vardar ECNL GU15,FC Wisconsin Soccer Park,Field 1 - Val Olla Field,On Time,172055
2020-09-13,02:45 PM,Bracket,Eclipse Select SC North ECNL GU15,2,0,Michigan Hawks Magic ECNL GU15,FC Wisconsin Soccer Park,Field 2 - Hegarty Field,On Time,172056
2020-09-19,12:00 PM,Bracket,Vardar ECNL GU15,0,7,Michigan Hawks ECNL GU15,UWM Sports Complex,Field 4 (outdoor),On Time,172058
2020-09-20,01:00 PM,Bracket,Vardar ECNL GU15,0,3,Eclipse Select SC ECNL GU15,The Plex,Field 8,On Time,172059
2020-10-03,12:00 PM,Bracket,Michigan Hawks ECNL GU15,3,1,Michigan Hawks Magic ECNL GU15,Schoolcraft Turf,SC Turf,On Time,172048
2020-10-10,09:00 AM,Bracket,SLSG Navy ECNL GU15,1,1,Michigan Hawks ECNL GU15,Grand Park Sports Campus,Field 2,On Time,172061
2020-10-10,09:00 AM,Bracket,SLSG White ECNL GU15,3,0,Michigan Hawks Magic ECNL GU15,Grand Park Sports Campus,Field 3,On Time,172067
2020-10-10,09:00 AM,Bracket,Gretna Elite Academy ECNL GU15,4,1,Vardar ECNL GU15,Indiana Elite FC Soccer Complex,Field 1,On Time,172078
2020-10-11,08:30 AM,Bracket,Vardar ECNL GU15,0,8,Kansas City Athletics ECNL GU15,Indiana Elite Soccer Complex,Field 1,On Time,172065
2020-10-11,08:30 AM,Bracket,Michigan Hawks ECNL GU15,0,0,SLSG White ECNL GU15,Grand Park Sports Campus,Field 2,On Time,172070
2020-10-11,08:30 AM,Bracket,Michigan Hawks Magic ECNL GU15,0,4,SLSG Navy ECNL GU15,Grand Park Sports Campus,Field 3,On Time,172076
2020-10-11,08:30 AM,Bracket,FC Wisconsin ECNL GU15,,,Kansas City Athletics ECNL GU15,,,On Time,172093
2020-10-24,12:00 PM,Bracket,SLSG Navy ECNL GU15,6,0,Eclipse Select SC ECNL GU15,Heartland Sports Memorial Stadium,Field 1,On Time,172080
2020-10-24,02:30 PM,Bracket,SLSG White ECNL GU15,1,0,Eclipse Select SC North ECNL GU15,Trinity Sports Park,Field 2,On Time,172081
2020-10-25,12:45 AM,Bracket,Eclipse Select SC North ECNL GU15,,,SLSG Navy ECNL GU15,Trinity Sports Park,Field 2,On Time,172094
2020-10-25,10:00 AM,Bracket,Gretna Elite Academy ECNL GU15,1,2,Kansas City Athletics ECNL GU15,Papillion Landing ,#1 Turf,On Time,172079
2020-10-25,10:45 AM,Bracket,FC Wisconsin ECNL GU15,1,1,Michigan Hawks ECNL GU15,FC Wisconsin Soccer Park,Field 1 - Val Olla Field,On Time,172082
2020-10-25,01:00 PM,Bracket,Michigan Hawks Magic ECNL GU15,0,0,Vardar ECNL GU15,St. Joe's Sports Complex,Outdoor Turf,On Time,172083
2020-10-25,02:30 PM,Bracket,Michigan Hawks Magic ECNL GU15,1,1,Eclipse Select SC ECNL GU15,St. Joe's Sports Complex,Outdoor Turf,On Time,172057
2020-10-31,TBD,Bracket,Eclipse Select SC North ECNL GU15,,,FC Wisconsin ECNL GU15,,,On Time,172064
2020-10-31,09:00 AM,Bracket,Gretna Elite Academy ECNL GU15,2,1,Michigan Hawks Magic ECNL GU15,The TBK Bank Sports Complex LLC,Field 8,On Time,172063
2020-10-31,09:00 AM,Bracket,SLSG Navy ECNL GU15,7,0,Vardar ECNL GU15,"The TBK Bank Sports Complex, LLC",Field 3,On Time,172072
2020-10-31,09:00 AM,Bracket,Kansas City Athletics ECNL GU15,2,3,Michigan Hawks ECNL GU15,"The TBK Bank Sports Complex, LLC",Field 7,On Time,172075
2020-10-31,09:00 AM,Bracket,SLSG White ECNL GU15,4,0,FC Wisconsin ECNL GU15,"The TBK Bank Sports Complex, LLC",Field 4,On Time,172077
2020-11-01,08:30 AM,Bracket,Vardar ECNL GU15,0,9,SLSG White ECNL GU15,"The TBK Bank Sports Complex, LLC",Field 2,On Time,172062
2020-11-01,08:30 AM,Bracket,Michigan Hawks ECNL GU15,1,0,Gretna Elite Academy ECNL GU15,"The TBK Bank Sports Complex, LLC",Field 4,On Time,172066
2020-11-01,08:30 AM,Bracket,FC Wisconsin ECNL GU15,0,5,SLSG Navy ECNL GU15,"The TBK Bank Sports Complex, LLC",Field 3,On Time,172069
2020-11-01,08:30 AM,Bracket,Michigan Hawks Magic ECNL GU15,0,3,Kansas City Athletics ECNL GU15,"The TBK Bank Sports Complex, LLC",Field 8,On Time,172071
2020-11-07,04:00 PM,Bracket,Eclipse Select SC ECNL GU15,0,4,Michigan Hawks ECNL GU15,Jr Irish Fields,Field 2,On Time,172084
2020-11-08,01:00 PM,Bracket,Gretna Elite Academy ECNL GU15,2,3,Minnesota Thunder ECNL GU15,Papillion Landing ,#1 Turf,On Time,172086
2020-11-18,06:00 PM,Bracket,FC Wisconsin ECNL GU15,0,0,Eclipse Select SC ECNL GU15,FC Wisconsin Soccer Park,Field 2 - Hegarty Field,On Time,172074
2020-11-22,09:00 AM,Bracket,SLSG Navy ECNL GU15,1,1,SLSG White ECNL GU15,WWT Soccer Park,Field 1,On Time,172088
2021-01-16,08:00 AM,Bracket,Minnesota Thunder ECNL GU15,,,Eclipse Select SC North ECNL GU15,Academy of Holy Angels,South Turf 1 (11v11),On Time,172097
2021-01-23,08:00 AM,Bracket,Minnesota Thunder ECNL GU15,,,Eclipse Select SC ECNL GU15,Academy of Holy Angels,South Turf 1 (11v11),On Time,172098
2021-01-30,08:00 AM,Bracket,Minnesota Thunder ECNL GU15,4,1,Kansas City Athletics ECNL GU15,Academy of Holy Angels,South Turf 1 (11v11),On Time,172099
2021-02-20,10:00 AM,Bracket,SLSG Navy ECNL GU15,,,Minnesota Thunder ECNL GU15,MO RUSH Sports Park,Field 3,On Time,172090
2021-02-21,09:00 AM,Bracket,Minnesota Thunder ECNL GU15,,,SLSG White ECNL GU15,Missouri Rush Sports Park ,Field 3,On Time,172095
2021-02-27,09:00 AM,Bracket,Gretna Elite Academy ECNL GU15,1,3,Eclipse Select SC North ECNL GU15,,,On Time,172073
2021-02-27,12:30 PM,Bracket,Vardar ECNL GU15,0,4,Minnesota Thunder ECNL GU15,Evolution Sportsplex Dome,Field 1,On Time,172100
2021-02-27,04:00 PM,Bracket,Eclipse Select SC ECNL GU15,0,3,Kansas City Athletics ECNL GU15,Swope Soccer Village,Field 5,On Time,172060
2021-02-28,08:00 AM,Bracket,Kansas City Athletics ECNL GU15,1,0,Eclipse Select SC North ECNL GU15,Swope Soccer Village,Field 3,On Time,172089
2021-02-28,08:00 AM,Bracket,Gretna Elite Academy ECNL GU15,0,2,Eclipse Select SC ECNL GU15,,,On Time,172096
2021-02-28,01:45 PM,Bracket,Michigan Hawks Magic ECNL GU15,0,2,Minnesota Thunder ECNL GU15,St. Joe's Sports Complex,Dome,On Time,172101
2021-03-06,08:00 AM,Bracket,Minnesota Thunder ECNL GU15,8,0,FC Wisconsin ECNL GU15,Academy of Holy Angels,South Turf 1 (11v11),On Time,172085
2021-03-14,09:30 AM,Bracket,Michigan Hawks ECNL GU15,1,1,Eclipse Select SC North ECNL GU15,Dowling Park,Field 1,On Time,172087
2021-03-18,06:30 PM,Bracket,Eclipse Select SC North ECNL GU15,1,2,Eclipse Select SC ECNL GU15,Oak Brook PD Turf,Field 1,On Time,172068
2021-03-20,01:00 PM,Bracket,Eclipse Select SC ECNL GU15,3,2,SLSG White ECNL GU15,O'Fallon Sports Park,Field 3,On Time,172091
2021-05-01,08:00 AM,Bracket,Michigan Hawks ECNL GU15,2,2,Minnesota Thunder ECNL GU15,Stuarts Sports Complex,Field 22,On Time,172102
