date,time,type,homeTeam,homeScore,awayScore,awayTeam,complex,venue,status,matchID
2020-10-03,02:45 PM,Bracket,FC Wisconsin ECNL GU13,0,6,Michigan Hawks ECNL GU13,Fort Wayne Plex,Field 10,On Time,172284
2020-10-04,12:45 PM,Bracket,FC Wisconsin ECNL GU13,0,3,Michigan Hawks Magic ECNL GU13,Fort Wayne Plex,Field 10,On Time,172270
2020-10-12,06:15 PM,Bracket,Michigan Hawks ECNL GU13,2,0,Michigan Hawks Magic ECNL GU13,Schoolcraft Turf,SC Turf,On Time,172269
2020-10-25,09:00 AM,Bracket,Michigan Hawks Magic ECNL GU13,12,0,Vardar ECNL GU13,St. Joe's Sports Complex,Outdoor Turf,On Time,172285
2020-10-31,09:00 AM,Bracket,SLSG Navy ECNL GU13,0,1,Michigan Hawks ECNL GU13,"The TBK Bank Sports Complex, LLC",Field 1,On Time,172298
2020-10-31,01:00 PM,Bracket,Kansas City Athletics ECNL GU13,5,1,FC Wisconsin ECNL GU13,"The TBK Bank Sports Complex, LLC",Field 2,On Time,172297
2020-11-22,01:00 PM,Bracket,SLSG Navy ECNL GU13,3,0,Eclipse Select SC ECNL GU13,MO RUSH Sports Park,Field 1,On Time,172294
2021-02-20,TBD,Bracket,Michigan Hawks ECNL GU13,3,0,Vardar ECNL GU13,Schoolcraft Turf,SC Turf,On Time,172291
2021-03-06,TBD,Bracket,Vardar ECNL GU13,0,3,Eclipse Select SC North ECNL GU13,,,On Time,172271
2021-03-07,08:00 AM,Bracket,Michigan Hawks Magic ECNL GU13,,,Eclipse Select SC North ECNL GU13,St. Joe's Sports Complex,Dome,On Time,172287
2021-03-07,11:30 AM,Bracket,Michigan Hawks Magic ECNL GU13,0,4,Eclipse Select SC ECNL GU13,Dowling Park,Field 1,On Time,172273
2021-03-07,12:00 PM,Bracket,Vardar ECNL GU13,0,3,Eclipse Select SC ECNL GU13,UWM Sports Complex,Field 4 (outdoor),On Time,172275
2021-03-07,02:30 PM,Bracket,Michigan Hawks ECNL GU13,1,0,Eclipse Select SC North ECNL GU13,Dowling Park,Field 1,On Time,172288
2021-03-13,12:30 PM,Bracket,Eclipse Select SC North ECNL GU13,0,5,Eclipse Select SC ECNL GU13,Techny Park,Field 1,On Time,172268
2021-04-10,10:30 AM,Bracket,FC Wisconsin ECNL GU13,3,0,Vardar ECNL GU13,FC Wisconsin Soccer Park,Field 1 - Val Olla Field,On Time,172283
2021-04-15,06:15 PM,Bracket,Vardar ECNL GU13,0,3,Michigan Hawks Magic ECNL GU13,UWM Sports Complex,Field 4 (outdoor),On Time,172292
2021-04-17,12:30 PM,Bracket,Eclipse Select SC ECNL GU13,2,0,Michigan Hawks ECNL GU13,"TBK Bank Sports Complex, LLC ",Field 8,On Time,172307
2021-04-18,08:30 AM,Bracket,Michigan Hawks Magic ECNL GU13,1,0,Gretna Elite Academy ECNL GU13,"The TBK Bank Sports Complex, LLC",Field 7,On Time,172300
2021-04-18,08:30 AM,Bracket,Vardar ECNL GU13,0,3,Kansas City Athletics ECNL GU13,,,On Time,172304
2021-04-24,09:00 AM,Bracket,FC Wisconsin ECNL GU13,0,6,Eclipse Select SC ECNL GU13,FC Wisconsin Soccer Park,Field 1 - Val Olla Field,On Time,172302
2021-04-24,12:00 PM,Bracket,Vardar ECNL GU13,0,3,Michigan Hawks ECNL GU13,Oakland University,Field 1,On Time,172274
2021-05-01,08:00 AM,Bracket,Michigan Hawks Magic ECNL GU13,0,1,SLSG White ECNL GU13,Stuarts Sports Complex,Field 21,On Time,172305
2021-05-01,11:30 AM,Bracket,Michigan Hawks ECNL GU13,0,4,Eclipse Select SC ECNL GU13,Stuarts Sports Complex,Field 21,On Time,172286
2021-05-02,08:00 AM,Bracket,Vardar ECNL GU13,0,3,SLSG White ECNL GU13,Stuart Sports Complex,Field 1,On Time,172299
2021-05-02,08:00 AM,Bracket,Eclipse Select SC ECNL GU13,3,0,Minnesota Thunder ECNL GU13,Stuarts Sports Complex,Field 21,On Time,172301
2021-05-02,08:00 AM,Bracket,Michigan Hawks ECNL GU13,3,0,Gretna Elite Academy ECNL GU13,Stuarts Sports Complex,Field 20,On Time,172303
2021-05-02,11:30 AM,Bracket,Eclipse Select SC North ECNL GU13,1,0,FC Wisconsin ECNL GU13,Stuarts Sports Complex,Field 22,On Time,172306
2021-05-11,08:00 PM,Bracket,Michigan Hawks Magic ECNL GU13,0,1,Michigan Hawks ECNL GU13,St. Joe's Sports Complex,Outdoor Turf,On Time,172290
2021-05-15,TBD,Bracket,Eclipse Select SC ECNL GU13,,,Michigan Hawks Magic ECNL GU13,,,On Time,172281
2021-05-15,TBD,Bracket,Eclipse Select SC North ECNL GU13,3,0,Vardar ECNL GU13,,,On Time,172296
2021-05-15,03:00 PM,Bracket,Michigan Hawks Magic ECNL GU13,,,Eclipse Select SC North ECNL GU13,The Plex,Field 8,On Time,172272
2021-05-16,TBD,Bracket,Eclipse Select SC ECNL GU13,3,0,Vardar ECNL GU13,,,On Time,172279
2021-05-16,01:00 PM,Bracket,Eclipse Select SC North ECNL GU13,1,3,Michigan Hawks ECNL GU13,The Plex,Field 1,On Time,172277
2021-05-22,TBD,Bracket,Vardar ECNL GU13,0,3,Minnesota Thunder ECNL GU13,,,On Time,172280
2021-05-22,02:00 PM,Bracket,Eclipse Select SC ECNL GU13,6,0,FC Wisconsin ECNL GU13,FC Wisconsin Soccer Park,Field 1 - Val Olla Field,On Time,172276
2021-05-22,02:00 PM,Bracket,Eclipse Select SC North ECNL GU13,1,0,Minnesota Thunder ECNL GU13,FC Wisconsin Soccer Park,Field 2 - Hegarty Field,On Time,172282
2021-05-23,10:00 AM,Bracket,FC Wisconsin ECNL GU13,3,0,Vardar ECNL GU13,FC Wisconsin Soccer Park,Field 1 - Val Olla Field,On Time,172278
2021-05-25,06:00 PM,Bracket,Eclipse Select SC ECNL GU13,1,1,Eclipse Select SC North ECNL GU13,Techny Park,Field 1,On Time,172289
2021-05-29,01:00 PM,Bracket,Michigan Hawks Magic ECNL GU13,1,0,FC Wisconsin ECNL GU13,Academy of Holy Angels,South Turf,On Time,172293
2021-05-30,08:15 AM,Bracket,Michigan Hawks ECNL GU13,7,0,FC Wisconsin ECNL GU13,Academy of Holy Angels,South Turf,On Time,172295
