rank,team,club,teamID,gp,w,l,d,pts,ppg,gf,ga,gd
1,Eclipse Select SC ECNL GU14,Eclipse Select Soccer Club,13614,14,10,3,1,31,2.21,34,15,19
2,Michigan Hawks  ECNL GU14,Michigan Hawks,35251,15,9,2,4,31,2.07,31,7,24
3,Michigan Hawks Magic ECNL GU14,Michigan Hawks,35252,13,3,8,2,11,0.85,18,24,-6
4,FC Wisconsin ECNL GU14,FC Wisconsin Girls,35250,14,3,9,2,11,0.79,13,43,-30
5,Eclipse Select SC North ECNL GU14,Eclipse Select Soccer Club,35248,15,3,10,2,11,0.73,22,42,-20
6,Vardar ECNL GU14,Vardar,35255,15,0,15,0,0,0.0,0,48,-48
