date,time,type,homeTeam,homeScore,awayScore,awayTeam,complex,venue,status,matchID
2020-09-13,11:00 AM,Bracket,Concorde Fire Premier ECNL GU14,0,8,Concorde Fire Platinum ECNL GU14,Georgia Soccer Park,Field 4,On Time,168683
2020-09-19,09:00 AM,Bracket,GSA ECNL GU14,2,2,Sunrise Prime FC ECNL GU14,Silverbacks Park,Renegade Field,On Time,168658
2020-09-19,10:00 AM,Bracket,Florida Elite SA ECNL GU14,0,1,United Futbol Academy ECNL GU14,Veterans Park,Field 2,On Time,168654
2020-09-19,10:30 AM,Bracket,Jacksonville FC ECNL GU14,3,0,Atlanta Fire United ECNL GU14,Patton Park,Field 2,On Time,168655
2020-09-20,10:00 AM,Bracket,Florida Elite SA ECNL GU14,0,2,Atlanta Fire United ECNL GU14,Veterans Park,Field 2,On Time,168660
2020-09-20,11:00 AM,Bracket,Jacksonville FC ECNL GU14,10,1,United Futbol Academy ECNL GU14,Patton Park,Field 2,On Time,168659
2020-09-20,11:00 AM,Bracket,Concorde Fire Platinum ECNL GU14,5,1,Sunrise Prime FC ECNL GU14,Georgia Soccer Park,Field 4,On Time,168662
2020-09-26,09:00 AM,Bracket,United Futbol Academy ECNL GU14,1,2,Orlando City ECNL GU14,Fowler Park,Field 7,On Time,168666
2020-09-26,10:00 AM,Bracket,Concorde Fire Premier ECNL GU14,1,6,Jacksonville FC ECNL GU14,Georgia Soccer Park,Field 4,On Time,168664
2020-09-26,11:00 AM,Bracket,Alabama FC ECNL GU14,1,0,Florida Elite SA ECNL GU14,Dunnavant Valley Fields (DVF),Field #1,On Time,168663
2020-09-26,11:00 AM,Bracket,Atlanta Fire United ECNL GU14,3,1,Florida Krush ECNL GU14,Pinecrest Academy,Turf,On Time,168665
2020-09-27,09:00 AM,Bracket,Alabama FC ECNL GU14,1,3,Jacksonville FC ECNL GU14,Dunnavant Valley Fields (DVF),Field # 2,On Time,168667
2020-09-27,09:00 AM,Bracket,United Futbol Academy ECNL GU14,2,2,Florida Krush ECNL GU14,Fowler Park,Field 7,On Time,168669
2020-09-27,11:00 AM,Bracket,Concorde Fire Premier ECNL GU14,0,1,Florida Elite SA ECNL GU14,Georgia Soccer Park,Field 4,On Time,168668
2020-09-27,11:00 AM,Bracket,Atlanta Fire United ECNL GU14,0,5,Orlando City ECNL GU14,Pinecrest Academy,Turf,On Time,168670
2020-10-03,09:00 AM,Bracket,Sunrise Prime FC ECNL GU14,4,2,Alabama FC ECNL GU14,Max K. Rodes Park,Field 4,On Time,168577
2020-10-03,11:00 AM,Bracket,Tampa Bay United Rowdies ECNL GU14,2,0,Concorde Fire Premier ECNL GU14,Waters Sportsplex,Field 1,On Time,168576
2020-10-03,12:00 PM,Bracket,Florida Krush ECNL GU14,2,3,Concorde Fire Platinum ECNL GU14,Central Winds,Field C,On Time,168574
2020-10-04,09:00 AM,Bracket,Sunrise Prime FC ECNL GU14,2,2,Concorde Fire Premier ECNL GU14,Max K. Rodes Park,Field 4,On Time,168587
2020-10-04,11:00 AM,Bracket,Tampa Bay United Rowdies ECNL GU14,1,0,Alabama FC ECNL GU14,Waters Sportsplex,Field 1,On Time,168586
2020-10-10,01:00 PM,Bracket,Concorde Fire Platinum ECNL GU14,2,1,Tampa Bay United Rowdies ECNL GU14,Georgia Soccer Park,Field 1,On Time,168657
2020-10-11,09:00 AM,Bracket,GSA ECNL GU14,0,2,Tampa Bay United Rowdies ECNL GU14,Rabbit Hill Park,Field 3,On Time,168661
2020-10-17,09:00 AM,Bracket,Alabama FC ECNL GU14,0,0,Florida Krush ECNL GU14,Dunnavant Valley Fields (DVF),Field # 2,On Time,168564
2020-10-17,09:00 AM,Bracket,Sunrise Prime FC ECNL GU14,3,0,Atlanta Fire United ECNL GU14,Chapel Trail Park,CTSP 4,On Time,168676
2020-10-17,11:00 AM,Bracket,Tampa Bay United Rowdies ECNL GU14,7,1,United Futbol Academy ECNL GU14,Waters Sportsplex,Field 1,On Time,168675
2020-10-18,09:00 AM,Bracket,Concorde Fire Premier ECNL GU14,2,2,Florida Krush ECNL GU14,Georgia Soccer Park,Field 6,On Time,168570
2020-10-18,09:00 AM,Bracket,Sunrise Prime FC ECNL GU14,3,1,United Futbol Academy ECNL GU14,Chapel Trail Park,CTSP 4,On Time,168682
