rank,team,club,teamID,gp,w,l,d,pts,ppg,gf,ga,gd
1,PDA Blue ECNL GU13,PDA Blue (North),3701,15,14,1,0,42,2.8,58,7,51
2,Penn Fusion ECNL GU13,Penn Fusion Soccer Academy,44737,16,12,3,1,37,2.31,33,13,20
3,Pipeline SC ECNL GU13,Pipeline SC,45827,16,11,5,0,33,2.06,36,14,22
4,Match Fit Academy ECNL GU13,Match Fit Surf,34505,15,8,5,2,26,1.73,21,22,-1
5,Maryland United ECNL GU13,No Club Selection,36637,16,8,6,2,26,1.63,19,24,-5
6,FC Bucks ECNL GU13,HEX FC,26917,16,6,8,2,20,1.25,18,22,-4
7,FC Delco ECNL GU13,FC DELCO,36383,16,2,11,3,9,0.56,7,39,-32
8,PDA South ECNL GU13,PDA South,1815,16,2,12,2,8,0.5,8,34,-26
9,Bethesda SC ECNL GU13,Bethesda SC,46815,16,1,13,2,5,0.31,10,35,-25
