rank,team,club,teamID,gp,w,l,d,pts,ppg,gf,ga,gd
1,PDA Blue ECNL GU17,PDA Blue (North),19877,14,11,2,1,34,2.43,39,11,28
2,Match Fit Academy ECNL GU17,Match Fit Surf,2166,15,9,3,3,30,2.0,32,19,13
3,FC Bucks ECNL GU17,HEX FC,11574,15,7,4,4,25,1.67,12,14,-2
4,Maryland United ECNL GU17,Maryland United Football Club,7521,16,8,6,2,26,1.63,20,16,4
5,Penn Fusion ECNL GU17,Penn Fusion Soccer Academy,7104,16,7,5,4,25,1.56,27,20,7
6,PDA South ECNL GU17,PDA South,1966,15,5,6,4,19,1.27,20,29,-9
7,Pipeline SC ECNL GU17,No Club Selection,45831,16,5,8,3,18,1.13,20,22,-2
8,Bethesda SC ECNL GU17,Bethesda SC,1367,15,4,7,4,16,1.07,20,29,-9
9,FC Delco ECNL GU17,FC DELCO,7224,16,0,15,1,1,0.06,8,38,-30
