rank,team,club,teamID,gp,w,l,d,pts,ppg,gf,ga,gd
1,PDA Blue ECNL GU18/U19,PDA Blue (North),19889,14,14,0,0,42,3.0,48,1,47
2,PDA South ECNL GU18/U19,PDA South,1881,16,11,3,2,35,2.19,46,24,22
3,Penn Fusion ECNL GU18/U19,Penn Fusion Soccer Academy,7122,16,8,4,4,28,1.75,25,18,7
4,Maryland United ECNL GU18/U19,Maryland United Football Club,6920,15,6,4,5,23,1.53,25,18,7
5,Match Fit Academy ECNL GU18/U19,Match Fit Surf,6901,16,6,7,3,21,1.31,30,25,5
6,FC Delco ECNL GU18/U19,FC DELCO,6930,16,5,8,3,18,1.13,22,24,-2
7,Pipeline SC ECNL GU18/U19,No Club Selection,45832,13,3,6,4,13,1.0,23,26,-3
8,Bethesda SC ECNL GU18/U19,Bethesda SC,6874,13,1,10,2,5,0.38,11,47,-36
9,FC Bucks ECNL GU18/U19,HEX FC,6890,13,0,12,1,1,0.08,10,57,-47
