rank,team,club,teamID,gp,w,l,d,pts,ppg,gf,ga,gd
1,FC Bucks ECNL GU18/U19 Composite,HEX FC,47655,14,11,2,1,34,2.43,37,11,26
2,PDA South - ECNL GU18/U19 Composite,PDA South,47834,16,9,5,2,29,1.81,23,14,9
3,PDA Blue ECNL GU18/U19 Composite,PDA Blue (North),35979,13,7,4,2,23,1.77,36,18,18
4,FC DELCO ECNL U18/U19 Composite,FC DELCO,4149,12,6,3,3,21,1.75,31,15,16
5,Match Fit Academy ECNL GU18/U19 Composite,Match Fit Surf,35340,13,6,6,1,19,1.46,19,27,-8
6,Penn Fusion ECNL GU18/U19 Composite,Penn Fusion Soccer Academy,47653,15,4,6,5,17,1.13,21,24,-3
7,Maryland United ECNL GU18/U19 Composite,Maryland United Football Club,47700,11,3,5,3,12,1.09,14,21,-7
8,Pipeline SC ECNL GU18/U19 Composite,No Club Selection,47885,12,2,7,3,9,0.75,22,38,-16
9,Bethesda SC ECNL GU18/U19 Composite,Bethesda SC,47879,10,0,10,0,0,0.0,1,36,-35
