rank,team,club,teamID,gp,w,l,d,pts,ppg,gf,ga,gd
1,Solar SC ECNL GU15,Solar SC,20122,3,3,0,0,9,3.0,18,1,17
2,Slammers FC HB Koge ECNL GU15,Slammers FC HB Koge,8995,3,3,0,0,9,3.0,13,2,11
3,FC Stars Blue  - ECNL GU15,FC Stars,19883,3,3,0,0,9,3.0,12,1,11
4,San Juan SC ECNL GU15,San Juan Soccer Club,35173,3,3,0,0,9,3.0,10,1,9
5,PDA Blue ECNL GU15,PDA Blue (North),1967,3,3,0,0,9,3.0,10,1,9
6,Beach FC ECNL GU15,Beach Futbol Club,46284,3,3,0,0,9,3.0,9,4,5
7,FC Dallas ECNL GU15,FC Dallas Youth,46783,3,3,0,0,9,3.0,7,3,4
8,DKSC ECNL GU15,No Club Selection,35219,3,3,0,0,9,3.0,6,3,3
9,SLAMMERS FC ECNL GU15,Slammers FC,18022,3,2,0,1,7,2.33,9,3,6
10,OK Energy FC ECNL GU15,Oklahoma Energy FC,59504,3,2,0,1,7,2.33,8,4,4
11,MVLA ECNL GU15,MVLA,35169,3,2,1,0,6,2.0,12,7,5
12,Legends FC ECNL GU15,Legends FC (CA),28540,3,2,1,0,6,2.0,8,3,5
13,SLSG Navy ECNL GU15,St. Louis Scott Gallagher,34464,3,2,1,0,6,2.0,7,3,4
14,Michigan Hawks  ECNL GU15,Michigan Hawks,35251,3,2,1,0,6,2.0,7,3,4
15,Sporting Blue Valley ECNL GU15,Sporting Blue Valley,46618,3,2,1,0,6,2.0,6,3,3
16,Jacksonville FC ECNL GU15,No Club Selection,35265,3,2,1,0,6,2.0,7,5,2
17,SUSA FC ECNL GU15,SUSA FC,33738,3,2,1,0,6,2.0,6,5,1
18,World Class FC ECNL GU15,World Class FC,35284,3,2,1,0,6,2.0,8,8,0
19,San Diego Surf ECNL GU15,San Diego Surf Soccer Club,45876,3,2,1,0,6,2.0,7,7,0
20,Connecticut FC ECNL GU15,Connecticut FC,24089,3,2,1,0,6,2.0,5,6,-1
21,VA Union ECNL GU15,Fairfax Virginia Union,25892,3,1,1,1,4,1.33,6,4,2
22,Richmond United ECNL GU15,Richmond United,22314,3,1,1,1,4,1.33,6,5,1
23,Eclipse Select SC - ECNL GU15,Eclipse Select Soccer Club,13614,3,1,1,1,4,1.33,5,7,-2
24,Cleveland Force SC 07G ECNL,Cleveland Force SC,46989,3,1,1,1,4,1.33,4,7,-3
25,Internationals SC ECNL GU15,Internationals SC,35240,3,1,2,0,3,1.0,5,5,0
26,Utah Avalanche ECNL GU15,Utah Avalanche,35178,3,1,2,0,3,1.0,4,4,0
27,Indiana Fire ECNL GU15,Indy Eleven Academy,23407,3,1,2,0,3,1.0,5,6,-1
28,Tennessee Soccer Club ECNL GU15,Tennessee SC,35277,3,1,2,0,3,1.0,7,10,-3
29,Orlando City ECNL GU15,Seminole United,35258,3,1,2,0,3,1.0,4,9,-5
30,Real Colorado National ECNL GU15,Real Colorado,45854,3,1,2,0,3,1.0,3,8,-5
31,Crossfire Premier - ECNL GU15,No Club Selection,26840,3,0,1,2,2,0.67,5,9,-4
32,Penn Fusion SA ECNL GU15,No Club Selection,44736,3,0,1,2,2,0.67,2,6,-4
33,Match Fit Academy ECNL GU15,Match Fit Surf,34504,3,0,2,1,1,0.33,5,8,-3
34,Concorde Fire Platinum - ECNL GU15,Concorde Fire ,35256,3,0,2,1,1,0.33,3,6,-3
35,NC Courage ECNL GU15,NC Courage Academy,44729,3,0,2,1,1,0.33,4,8,-4
36,Seattle United ECNL GU15,Seattle United,35177,3,0,2,1,1,0.33,2,7,-5
37,United Futbol Academy ECNL GU15,United Futbol Academy,45835,3,0,2,1,1,0.33,5,11,-6
38,Phoenix Rising ECNL GU15,Phoenix Rising FC,35183,3,0,2,1,1,0.33,2,10,-8
39,Kansas City Athletics ECNL GU15,KC Athletics,19672,3,0,3,0,0,0.0,7,12,-5
40,Loudoun Soccer ECNL GU15,Northern Virginia Alliance,35287,3,0,3,0,0,0.0,1,6,-5
41,Eastside FC ECNL GU15,Eastside FC (WA),35153,3,0,3,0,0,0.0,2,8,-6
42,Mustang SC ECNL GU15,Mustang Soccer,18803,3,0,3,0,0,0.0,0,10,-10
43,Wilmington Hammerheads ECNL GU15,No Club Selection,35272,3,0,3,0,0,0.0,3,14,-11
44,La Roca FC ECNL GU15,La Roca FC,45849,3,0,3,0,0,0.0,0,12,-12
