date,time,type,homeTeam,homeScore,awayScore,awayTeam,complex,venue,status,matchID
2022-06-22,12:00 PM,Bracket,Crossfire Premier - ECRL G05,2,0,West Side Alliance RL GU17,60 Acres Park,Field #04,On Time,338002
2022-06-22,12:00 PM,Group Play,SLAMMERS FC RL GU17,1,5,Sporting Michigan RL GU17,60 Acres Park,Field #01,On Time,338015
2022-06-22,06:00 PM,Bracket,Seattle United U17RL- Playoffs,0,6,Ohio Elite SA RL GU17,60 Acres Park,Field #01,On Time,338000
2022-06-23,TBD,Bracket,Sporting Michigan RL GU17,,,Bye,,,On Time,337999
2022-06-23,TBD,Bracket,SLAMMERS FC RL GU17,,,Bye,,,On Time,338001
2022-06-23,02:00 PM,Bracket,Sporting Michigan RL GU17,2,1,Ohio Elite SA RL GU17,60 Acres Park,Field #01,On Time,338003
2022-06-23,02:00 PM,Bracket,Crossfire Premier - ECRL G05,1,5,SLAMMERS FC RL GU17,60 Acres Park,Field #02,On Time,338004
2022-06-23,02:00 PM,Group Play,Seattle United U17RL- Playoffs,0,5,West Side Alliance RL GU17,60 Acres Park,Field #03,On Time,338286
2022-06-25,04:00 PM,Bracket,Sporting Michigan RL GU17,0,3,SLAMMERS FC RL GU17,60 Acres Park,Field #08,On Time,338005
2022-06-25,05:00 PM,Group Play,Ohio Elite SA RL GU17,0,0,West Side Alliance RL GU17,60 Acres Park,Field #21,On Time,340863
2022-06-25,05:00 PM,Group Play,Crossfire Premier - ECRL G05,6,0,Seattle United U17RL- Playoffs,60 Acres Park,Field #22,On Time,340864
