rank,team,club,teamID,gp,w,l,d,pts,ppg,gf,ga,gd
1,Legends FC ECNL GU13,Legends FC (CA),10361,24,18,3,3,57,2.38,79,17,62
2,Eagles SC ECNL GU13,Eagles SC,5544,24,15,7,2,47,1.96,45,30,15
3,Beach FC ECNL GU13,Beach Futbol Club,60046,24,12,8,4,40,1.67,29,28,1
4,Utah Royals FC-AZ ECNL GU13,Utah Royals FC - AZ,56530,24,12,9,3,39,1.63,47,30,17
5,SLAMMERS FC ECNL GU13,Slammers FC,42498,24,10,7,7,37,1.54,35,29,6
6,LAFC So Cal ECNL GU13,LAFC So Cal,59866,24,10,12,2,32,1.33,29,36,-7
7,Sporting California Arsenal FC ECNL GU13,Sporting California USA,59459,24,6,11,7,25,1.04,17,34,-17
8,Heat FC ECNL GU13,LV Heat Surf SC ,50614,24,1,17,6,9,0.38,17,63,-46
9,LA Breakers FC ECNL GU13,LA Breakers FC,55512,24,1,17,6,9,0.38,10,67,-57
