date,time,type,homeTeam,homeScore,awayScore,awayTeam,complex,venue,status,matchID
2020-11-21,09:00 AM,Bracket,Ohio Elite Soccer Academy ECNL GU15,0,2,Tennessee Soccer Club ECNL GU15,Seven Hills School,Lower Field,On Time,172609
2020-11-21,10:00 AM,Bracket,Racing Louisville Academy ECNL GU15,1,1,FC Alliance ECNL GU15,Lynn Family Sports Vision & Training Facility,Field 1,On Time,172610
2020-11-21,10:00 AM,Bracket,Ohio Premier ECNL GU15,2,4,Internationals SC ECNL GU15,OP Training Facility,Field 1,On Time,172611
2020-11-22,09:00 AM,Bracket,Ohio Elite Soccer Academy ECNL GU15,0,0,FC Alliance ECNL GU15,Seven Hills School,Lower Field,On Time,172614
2020-11-22,09:00 AM,Bracket,Racing Louisville Academy ECNL GU15,3,3,Tennessee Soccer Club ECNL GU15,Lynn Family Sports Vision & Training Facility,Field 1,On Time,172615
2020-12-12,10:00 AM,Bracket,FC Pride Elite ECNL GU15,0,1,Indiana Fire ECNL GU15,Pride Performance Center (Turf),Field 1,On Time,172621
2020-12-12,11:00 AM,Bracket,Racing Louisville Academy ECNL GU15,2,0,Ohio Elite Soccer Academy ECNL GU15,Lynn Family Sports Vision & Training Facility,Field 1,On Time,172620
2020-12-12,02:00 PM,Bracket,FC Alliance ECNL GU15,2,1,Tennessee Soccer Club ECNL GU15,Mayor Bob Leonard Park,Field 2,On Time,172625
2020-12-19,10:00 AM,Bracket,FC Pride Elite ECNL GU15,2,1,Ohio Elite Soccer Academy ECNL GU15,Pride Performance Center (Turf),Field 1,On Time,172627
2020-12-19,11:00 AM,Bracket,Indiana Fire ECNL GU15,1,0,Racing Louisville Academy ECNL GU15,Grand Park,Field 3,On Time,172626
2020-12-20,10:00 AM,Bracket,Indiana Fire ECNL GU15,1,2,Ohio Elite Soccer Academy ECNL GU15,Grand Park,Field 3,On Time,172630
2020-12-20,10:00 AM,Bracket,FC Pride Elite ECNL GU15,1,2,Racing Louisville Academy ECNL GU15,Pride Performance Center (Turf),Field 1,On Time,172631
2021-02-27,09:00 AM,Bracket,Tennessee Soccer Club ECNL GU15,2,1,Indiana Fire ECNL GU15,Richard Siegel Soccer Complex,Field 1,On Time,172634
2021-02-27,09:00 AM,Bracket,FC Alliance ECNL GU15,0,0,FC Pride Elite ECNL GU15,Hardin Valley Academy Stadium,Field 1,On Time,172635
2021-02-28,08:45 AM,Bracket,Tennessee Soccer Club ECNL GU15,0,0,FC Pride Elite ECNL GU15,Richard Siegel Soccer Complex,Field 1,On Time,172636
2021-02-28,01:00 PM,Bracket,FC Alliance ECNL GU15,0,0,Indiana Fire ECNL GU15,Powell High School Stadium,Field 1,On Time,172637
2021-03-06,09:00 AM,Bracket,Ohio Elite Soccer Academy ECNL GU15,0,0,Indiana Fire ECNL GU15,Seven Hills School,Lower Field,On Time,172641
2021-03-06,10:00 AM,Bracket,Internationals SC ECNL GU15,3,3,Ohio Premier ECNL GU15,Pinnacle Sports,Field 1,On Time,172642
2021-03-06,11:00 AM,Bracket,Racing Louisville Academy ECNL GU15,0,2,FC Pride Elite ECNL GU15,Lynn Family Sports Vision & Training Facility,Field 1,On Time,172640
2021-03-06,12:30 PM,Bracket,Tennessee Soccer Club ECNL GU15,2,4,WNY Flash Academy ECNL GU15,Richard Siegel Soccer Complex,Field 1,On Time,172638
2021-03-06,01:00 PM,Bracket,FC Alliance ECNL GU15,6,0,Pittsburgh Riverhounds ECNL GU15,Mayor Bob Leonard Park,Field 2,On Time,172639
2021-03-07,09:00 AM,Bracket,Tennessee Soccer Club ECNL GU15,1,0,Pittsburgh Riverhounds ECNL GU15,Williamson County Sports Complex,Field 23,On Time,172643
2021-03-07,09:00 AM,Bracket,Ohio Elite Soccer Academy ECNL GU15,1,2,FC Pride Elite ECNL GU15,Seven Hills School,Seven Hills Lower #1,On Time,172646
2021-03-07,11:00 AM,Bracket,Racing Louisville Academy ECNL GU15,0,1,Indiana Fire ECNL GU15,Lynn Family Sports Vision & Training Facility,Field 1,On Time,172645
2021-03-07,01:00 PM,Bracket,FC Alliance ECNL GU15,0,3,WNY Flash Academy ECNL GU15,Mayor Bob Leonard Park,Field 2,On Time,172644
2021-03-13,10:00 AM,Bracket,Ohio Elite Soccer Academy ECNL GU15,2,1,Racing Louisville Academy ECNL GU15,Seven Hills School,Lower Field,On Time,172653
2021-03-13,11:00 AM,Bracket,FC Pride Elite ECNL GU15,3,1,WNY Flash Academy ECNL GU15,Pride Performance Center (Turf),Field 1,On Time,172652
2021-03-13,11:30 AM,Bracket,Indiana Fire ECNL GU15,1,0,Pittsburgh Riverhounds ECNL GU15,Grand Park,Field 8,On Time,172651
2021-03-14,09:30 AM,Bracket,Indiana Fire ECNL GU15,1,3,WNY Flash Academy ECNL GU15,Grand Park,Field 8,On Time,172654
2021-03-14,12:30 PM,Bracket,FC Pride Elite ECNL GU15,0,1,Pittsburgh Riverhounds ECNL GU15,Pride Performance Center (Turf),Field 1,On Time,172655
