date,time,type,homeTeam,homeScore,awayScore,awayTeam,complex,venue,status,matchID
2020-11-21,10:00 AM,Bracket,Racing Louisville Academy ECNL GU17,2,5,FC Alliance ECNL GU17,Lynn Family Sports Vision & Training Facility,Field 2,On Time,172790
2020-11-21,12:30 PM,Bracket,Ohio Elite Soccer Academy ECNL GU17,0,1,Tennessee Soccer Club ECNL GU17,Seven Hills School,Lower Field,On Time,172789
2020-11-21,01:30 PM,Bracket,Ohio Premier ECNL GU17,2,2,Internationals SC ECNL GU17,OP Training Facility,Field 1,On Time,172791
2020-11-22,12:30 PM,Bracket,Ohio Elite Soccer Academy ECNL GU17,5,0,FC Alliance ECNL GU17,Seven Hills School,Lower Field,On Time,172794
2020-11-22,12:30 PM,Bracket,Racing Louisville Academy ECNL GU17,0,5,Tennessee Soccer Club ECNL GU17,Lynn Family Sports Vision & Training Facility,Field 1,On Time,172795
2020-12-12,02:00 PM,Bracket,FC Pride Elite ECNL GU17,3,1,Indiana Fire ECNL GU17,Pride Performance Center (Turf),Field 1,On Time,172801
2020-12-12,02:00 PM,Bracket,FC Alliance ECNL GU17,1,2,Tennessee Soccer Club ECNL GU17,Mayor Bob Leonard Park,Field 1,On Time,172805
2020-12-12,03:00 PM,Bracket,Racing Louisville Academy ECNL GU17,0,4,Ohio Elite Soccer Academy ECNL GU17,Lynn Family Sports Vision & Training Facility,Field 1,On Time,172800
2020-12-19,02:00 PM,Bracket,FC Pride Elite ECNL GU17,2,2,Ohio Elite Soccer Academy ECNL GU17,Pride Performance Center (Turf),Field 1,On Time,172807
2020-12-19,02:30 PM,Bracket,Indiana Fire ECNL GU17,3,0,Racing Louisville Academy ECNL GU17,Grand Park,Field 3,On Time,172806
2020-12-20,01:30 PM,Bracket,Indiana Fire ECNL GU17,1,1,Ohio Elite Soccer Academy ECNL GU17,Grand Park,Field 3,On Time,172810
2020-12-20,02:00 PM,Bracket,FC Pride Elite ECNL GU17,7,2,Racing Louisville Academy ECNL GU17,Pride Performance Center (Turf),Field 1,On Time,172811
2021-02-27,12:30 PM,Bracket,FC Alliance ECNL GU17,1,1,FC Pride Elite ECNL GU17,Hardin Valley Academy Stadium,Field 1,On Time,172815
2021-02-27,02:30 PM,Bracket,Tennessee Soccer Club ECNL GU17,3,0,Indiana Fire ECNL GU17,Richard Siegel Soccer Complex,Field 1,On Time,172814
2021-02-28,10:15 AM,Bracket,Tennessee Soccer Club ECNL GU17,2,4,FC Pride Elite ECNL GU17,Richard Siegel Soccer Complex,Field 2,On Time,172816
2021-02-28,11:00 AM,Bracket,FC Alliance ECNL GU17,1,2,Indiana Fire ECNL GU17,Hardin Valley Academy Stadium,Field 1,On Time,172817
2021-03-06,11:00 AM,Bracket,FC Alliance ECNL GU17,1,0,Pittsburgh Riverhounds ECNL GU17,Mayor Bob Leonard Park,Field 1,On Time,172819
2021-03-06,12:30 PM,Bracket,Ohio Elite Soccer Academy ECNL GU17,2,1,Indiana Fire ECNL GU17,Seven Hills School,Lower Field,On Time,172821
2021-03-06,01:30 PM,Bracket,Internationals SC ECNL GU17,0,1,Ohio Premier ECNL GU17,Pinnacle Sports,Field 1,On Time,172822
2021-03-06,03:00 PM,Bracket,Racing Louisville Academy ECNL GU17,1,6,FC Pride Elite ECNL GU17,Lynn Family Sports Vision & Training Facility,Field 1,On Time,172820
2021-03-06,04:30 PM,Bracket,Tennessee Soccer Club ECNL GU17,0,0,WNY Flash Academy ECNL GU17,Richard Siegel Soccer Complex,Field 1,On Time,172818
2021-03-07,11:00 AM,Bracket,FC Alliance ECNL GU17,1,3,WNY Flash Academy ECNL GU17,Mayor Bob Leonard Park,Field 1,On Time,172824
2021-03-07,12:30 PM,Bracket,Tennessee Soccer Club ECNL GU17,0,1,Pittsburgh Riverhounds ECNL GU17,Williamson County Sports Complex,Field 23,On Time,172823
2021-03-07,12:30 PM,Bracket,Ohio Elite Soccer Academy ECNL GU17,0,2,FC Pride Elite ECNL GU17,Seven Hills School,Seven Hills Lower #1,On Time,172826
2021-03-07,03:00 PM,Bracket,Racing Louisville Academy ECNL GU17,2,5,Indiana Fire ECNL GU17,Lynn Family Sports Vision & Training Facility,Field 1,On Time,172825
2021-03-13,01:30 PM,Bracket,Indiana Fire ECNL GU17,1,2,Pittsburgh Riverhounds ECNL GU17,Grand Park,Field 7,On Time,172831
2021-03-13,01:30 PM,Bracket,Ohio Elite Soccer Academy ECNL GU17,2,1,Racing Louisville Academy ECNL GU17,Seven Hills School,Lower Field,On Time,172833
2021-03-13,03:00 PM,Bracket,FC Pride Elite ECNL GU17,3,1,WNY Flash Academy ECNL GU17,Pride Performance Center (Turf),Field 1,On Time,172832
2021-03-14,10:45 AM,Bracket,FC Pride Elite ECNL GU17,2,1,Pittsburgh Riverhounds ECNL GU17,Pride Performance Center (Turf),Field 1,On Time,172835
2021-03-14,01:30 PM,Bracket,Indiana Fire ECNL GU17,0,0,WNY Flash Academy ECNL GU17,Grand Park,Field 7,On Time,172834
2021-03-20,12:30 PM,Bracket,Ohio Elite Soccer Academy ECNL GU17,3,0,Ohio Premier ECNL GU17,Seven Hills School,Lower Field,On Time,172828
2021-03-20,01:00 PM,Bracket,Racing Louisville Academy ECNL GU17,2,6,Internationals SC ECNL GU17,Lynn Family Sports Vision & Training Facility,Field 1,On Time,172827
2021-03-21,12:30 PM,Bracket,Ohio Elite Soccer Academy ECNL GU17,5,1,Internationals SC ECNL GU17,Seven Hills School,Lower Field,On Time,172830
2021-03-21,01:00 PM,Bracket,Racing Louisville Academy ECNL GU17,2,5,Ohio Premier ECNL GU17,Lynn Family Sports Vision & Training Facility,Field 1,On Time,172829
2021-03-27,12:00 PM,Bracket,Pittsburgh Riverhounds ECNL GU17,1,0,Indiana Fire ECNL GU17,Highmark Stadium,Field 1,On Time,172793
2021-03-27,12:30 PM,Bracket,FC Alliance ECNL GU17,0,2,Ohio Premier ECNL GU17,Powell High School Stadium,Field 1,On Time,172803
2021-03-27,01:00 PM,Bracket,WNY Flash Academy ECNL GU17,5,2,FC Pride Elite ECNL GU17,Flash Fields,Field A,On Time,172792
2021-03-28,08:30 AM,Bracket,Tennessee Soccer Club ECNL GU17,0,2,Ohio Premier ECNL GU17,Richard Siegel Soccer Complex,Field 1,On Time,172799
2021-03-28,12:00 PM,Bracket,Pittsburgh Riverhounds ECNL GU17,2,0,FC Pride Elite ECNL GU17,Highmark Stadium,Field 1,On Time,172797
2021-03-28,12:30 PM,Bracket,FC Alliance ECNL GU17,0,3,Internationals SC ECNL GU17,Hardin Valley Academy Stadium,Field 1,On Time,172798
2021-03-28,01:00 PM,Bracket,WNY Flash Academy ECNL GU17,1,1,Indiana Fire ECNL GU17,Flash Fields,Field A,On Time,172796
2021-04-02,12:30 PM,Bracket,WNY Flash Academy ECNL GU17,4,2,Pittsburgh Riverhounds ECNL GU17,Flash Fields,Field A,On Time,172857
