date,time,type,homeTeam,homeScore,awayScore,awayTeam,complex,venue,status,matchID
2021-07-17,08:30 AM,Bracket,LAFC Slammers ECNL GU17,1,3,MVLA ECNL GU17,West Creek Soccer Complex,Field #01,On Time,247637
2021-07-17,08:30 AM,Bracket,MVLA ECNL GU17,1,3,LAFC Slammers ECNL GU17,West Creek Soccer Complex,Field #02,On Time,247638
2021-07-18,08:30 AM,Bracket,Solar SC ECNL GU17,5,2,United Futbol Academy ECNL U17,West Creek Soccer Complex,Field #02,On Time,247639
2021-07-18,08:30 AM,Bracket,MVLA ECNL GU17,1,0,LAFC Slammers ECNL GU17,West Creek Soccer Complex,Field #01,On Time,247640
