rank,team,club,teamID,gp,w,l,d,pts,ppg,gf,ga,gd
1,Crossfire Premier ECNL GU13,Crossfire Premier,60436,20,18,1,1,55,2.75,54,4,50
2,Seattle United ECNL GU13,Seattle United,56728,20,14,4,2,44,2.2,54,15,39
3,Portland Thorns ECNL GU13,Portland Thorns FC,59582,20,14,6,0,42,2.1,42,18,24
4,Washington Premier ECNL GU13,Washington Premier FC,54576,20,11,5,4,37,1.85,48,24,24
5,Eastside FC ECNL GU13,Eastside FC (WA),59855,20,7,7,6,27,1.35,24,29,-5
6,PacNW SC ECNL GU13,PacNW,46755,20,9,11,0,27,1.35,27,38,-11
7,Boise Thorns FC ECNL GU13,Boise Timbers | Thorns,59556,20,5,11,4,19,0.95,37,40,-3
8,Northwest Elite FC ECNL GU13,Oregon Surf SC,44063,20,4,15,1,13,0.65,19,44,-25
9,FC Portland ECNL GU13,FC Portland Academy,57358,20,0,20,0,0,0.0,3,117,-114
