rank,team,club,teamID,gp,w,l,d,pts,ppg,gf,ga,gd
1,Connecticut FC ECNL GU15,Connecticut FC,11478,16,12,3,1,37,2.31,36,12,24
2,SUSA FC ECNL GU15,SUSA FC,20356,16,11,3,2,35,2.19,35,15,20
3,World Class FC ECNL GU15,World Class FC,20357,15,10,4,1,31,2.07,28,10,18
4,East Meadow SC ECNL GU15,East Meadow Soccer Club,35275,16,7,5,4,25,1.56,22,20,2
5,FC Stars Blue ECNL GU15,FC Stars,19883,15,6,7,2,20,1.33,28,24,4
6,Scorpions Soccer ECNL GU15,Scorpions SC,20355,16,6,8,2,20,1.25,15,29,-14
7,FC Stars White ECNL GU15,FC Stars,20345,15,5,9,1,16,1.07,18,18,0
8,PDA White ECNL GU15,Players Development Academy,1827,15,3,8,4,13,0.87,10,24,-14
9,FSA FC ECNL GU15,FSA FC,9180,16,1,14,1,4,0.25,9,49,-40
