rank,team,club,teamID,gp,w,l,d,pts,ppg,gf,ga,gd
1,FC Stars Blue ECNL GU16,FC Stars,19892,14,11,0,3,36,2.57,35,6,29
2,World Class FC ECNL GU16,World Class FC,12262,15,9,3,3,30,2.0,37,14,23
3,PDA White ECNL GU16,Players Development Academy,1866,13,8,3,2,26,2.0,19,11,8
4,Scorpions Soccer ECNL GU16,Scorpions SC,12257,15,8,3,4,28,1.87,24,14,10
5,Connecticut FC ECNL GU16,Connecticut FC,12258,16,7,6,3,24,1.5,24,26,-2
6,SUSA FC ECNL GU16,SUSA FC,19409,16,5,8,3,18,1.13,14,29,-15
7,FC Stars White ECNL GU16,FC Stars,11665,15,4,9,2,14,0.93,15,26,-11
8,FSA FC ECNL GU16,FSA FC,12259,16,4,11,1,13,0.81,17,30,-13
9,East Meadow SC ECNL GU16,East Meadow Soccer Club,12266,16,0,13,3,3,0.19,8,37,-29
