rank,team,club,teamID,gp,w,l,d,pts,ppg,gf,ga,gd
1,SUSA FC ECNL GU17,SUSA FC,19410,16,13,0,3,42,2.63,70,9,61
2,FC Stars White ECNL GU17,FC Stars,7119,15,11,2,2,35,2.33,35,13,22
3,East Meadow SC ECNL GU17,East Meadow Soccer Club,11575,15,7,4,4,25,1.67,26,24,2
4,Connecticut FC ECNL GU17,Connecticut FC,7542,16,7,6,3,24,1.5,44,24,20
5,FC Stars Blue ECNL GU17,FC Stars,19893,15,6,6,3,21,1.4,37,28,9
6,World Class FC ECNL GU17,World Class FC,11573,15,6,7,2,20,1.33,23,28,-5
7,PDA White ECNL GU17,Players Development Academy,1774,13,4,7,2,14,1.08,9,30,-21
8,Scorpions Soccer ECNL GU17,Scorpions SC,7257,16,3,12,1,10,0.63,17,48,-31
9,FSA FC ECNL GU17,FSA FC,11571,15,1,14,0,3,0.2,10,67,-57
