rank,team,club,teamID,gp,w,l,d,pts,ppg,gf,ga,gd
1,FC Stars Blue ECNL GU18/U19 Composite,FC Stars,19896,12,12,0,0,36,3.0,65,4,61
2,SUSA FC ECNL GU18/U19 Composite,SUSA FC,47720,15,9,4,2,29,1.93,31,15,16
3,FC Stars White ECNL GU18/U19 Composite,FC Stars,2088,13,8,4,1,25,1.92,22,14,8
4,Scorpions Soccer ECNL GU18/U19 Composite,Scorpions SC,47744,12,7,3,2,23,1.92,22,13,9
5,World Class FC ECNL GU18/U19 Composite ,World Class FC,35370,12,5,5,2,17,1.42,13,12,1
6,PDA White ECNL GU18/U19 Composite,Players Development Academy,33351,12,5,5,2,17,1.42,14,21,-7
7,Connecticut FC ECNL U18/U19 Composite,Connecticut FC,7557,11,2,7,2,8,0.73,5,28,-23
8,East Meadow SC ECNL GU18/U19 Composite,East Meadow Soccer Club,47826,16,3,12,1,10,0.63,6,36,-30
9,FSA FC ECNL GU18/U19 Composite,FSA FC,47662,13,0,11,2,2,0.15,4,39,-35
