rank,team,club,teamID,gp,w,l,d,pts,ppg,gf,ga,gd
1,SUSA FC ECNL GU13,SUSA FC,14509,16,13,1,2,41,2.56,32,11,21
2,FC Stars Blue ECNL GU13,FC Stars,36636,15,12,2,1,37,2.47,35,9,26
3,World Class FC ECNL GU13,World Class FC,36640,15,10,3,2,32,2.13,34,15,19
4,East Meadow SC ECNL GU13,East Meadow Soccer Club,36634,16,9,6,1,28,1.75,21,16,5
5,PDA White ECNL GU13,PDA White (Shore),11460,14,5,5,4,19,1.36,12,13,-1
6,Connecticut FC ECNL GU13,Connecticut FC,46829,15,6,8,1,19,1.27,20,21,-1
7,FC Stars White ECNL GU13,FC Stars,36635,15,2,11,2,8,0.53,15,39,-24
8,FSA FC ECNL GU13,FSA FC,25539,15,2,12,1,7,0.47,16,35,-19
9,Scorpions Soccer ECNL GU13,Scorpions SC,36639,15,1,12,2,5,0.33,10,36,-26
