rank,team,club,teamID,gp,w,l,d,pts,ppg,gf,ga,gd
1,Davis Legacy ECNL GU16,Davis Legacy Soccer Club,11107,7,6,0,1,19,2.71,23,6,17
2,San Juan SC ECNL GU16,San Juan Soccer Club,12597,7,5,1,1,16,2.29,11,6,5
3,Mustang SC ECNL GU16,Mustang Soccer,12598,7,5,2,0,15,2.14,18,7,11
4,DeAnza Force ECNL GU16,Force,45844,7,4,3,0,12,1.71,16,10,6
5,MVLA ECNL GU16,MVLA,12024,7,3,4,0,9,1.29,17,10,7
6,Pleasanton Rage ECNL GU16,Pleasanton Rage,11855,7,2,5,0,6,0.86,7,14,-7
7,Santa Rosa United ECNL GU16,Santa Rosa United Soccer,12596,7,2,5,0,6,0.86,7,26,-19
8,Marin FC ECNL GU16,Marin FC,35164,7,0,7,0,0,0.0,2,22,-20
