rank,team,club,teamID,gp,w,l,d,pts,ppg,gf,ga,gd
1,Real Colorado National ECNL GU17,Real Colorado,45857,10,10,0,0,30,3.0,36,4,32
2,Utah Avalanche ECNL GU17,Utah Avalanche,11580,10,7,2,1,22,2.2,35,10,25
3,Colorado Rapids ECNL GU17,Colorado Storm,6883,10,5,4,1,16,1.6,25,19,6
4,Real Colorado Athletico ECNL GU17,Real Colorado,46447,10,2,5,3,9,0.9,13,25,-12
5,Pride SC ECNL GU17,No Club Selection,35223,10,1,7,2,5,0.5,10,45,-35
