rank,team,club,teamID,gp,w,l,d,pts,ppg,gf,ga,gd
1,Eastside FC ECNL GU17,Eastside FC (WA),35154,12,9,0,3,30,2.5,37,14,23
2,Crossfire United ECNL GU17,Oregon Surf SC,10434,12,9,1,2,29,2.42,49,13,36
3,Crossfire Premier ECNL GU17,Crossfire Premier,11576,12,9,3,0,27,2.25,45,17,28
4,Pacific Northwest SC ECNL GU17,PacNW,19374,12,8,3,1,25,2.08,41,16,25
5,Portland Thorns Academy ECNL GU17,Portland Thorns FC,45863,12,4,6,2,14,1.17,20,32,-12
6,Boise Thorns FC ECNL GU17,Boise Timbers | Thorns,11579,8,2,4,2,8,1.0,10,21,-11
7,Washington Premier ECNL GU17,Washington Premier FC,11577,12,3,8,1,10,0.83,16,24,-8
8,Seattle United ECNL GU17,Seattle United,18546,12,2,9,1,7,0.58,15,37,-22
9,FC Portland ECNL GU17,FC Portland Academy,11578,12,0,12,0,0,0.0,4,63,-59
