rank,team,club,teamID,gp,w,l,d,pts,ppg,gf,ga,gd
1,Colorado Rapids ECNL GU15,Colorado Storm,21349,10,8,0,2,26,2.6,35,7,28
2,Utah Avalanche ECNL GU15,Utah Avalanche,20424,10,5,2,3,18,1.8,22,12,10
3,Real Colorado National ECNL GU15,Real Colorado,45855,10,5,5,0,15,1.5,18,15,3
4,La Roca FC ECNL GU15,La Roca FC,45849,10,3,3,4,13,1.3,18,12,6
5,Real Colorado Athletico ECNL GU15,Real Colorado,46445,10,3,4,3,12,1.2,13,17,-4
6,Pride SC ECNL GU15,No Club Selection,35221,10,0,10,0,0,0.0,3,46,-43
