rank,team,club,teamID,gp,w,l,d,pts,ppg,gf,ga,gd
1,Crossfire Premier ECNL GU16,Crossfire Premier,12590,12,11,1,0,33,2.75,47,9,38
2,Portland Thorns Academy ECNL GU16,Portland Thorns FC,45862,12,9,3,0,27,2.25,26,8,18
3,Crossfire United ECNL GU16,Oregon Surf SC,7129,12,8,4,0,24,2.0,16,8,8
4,Seattle United ECNL GU16,Seattle United,19792,12,5,5,2,17,1.42,10,9,1
5,Boise Thorns FC ECNL GU16,Boise Timbers | Thorns,12593,8,3,3,2,11,1.38,14,9,5
6,FC Portland ECNL GU16,FC Portland Academy,12592,12,5,6,1,16,1.33,15,21,-6
7,Eastside FC ECNL GU16,Eastside FC (WA),33076,12,3,9,0,9,0.75,8,30,-22
8,Pacific Northwest SC ECNL GU16,PacNW,19373,12,2,8,2,8,0.67,12,29,-17
9,Washington Premier ECNL GU16,Washington Premier FC,12363,12,2,9,1,7,0.58,10,35,-25
