rank,team,club,teamID,gp,w,l,d,pts,ppg,gf,ga,gd
1,MVLA ECNL GU15,MVLA,20426,7,6,1,0,18,2.57,28,8,20
2,San Juan SC ECNL GU15,San Juan Soccer Club,20430,7,5,2,0,15,2.14,16,7,9
3,Davis Legacy ECNL GU15,Davis Legacy Soccer Club,20425,7,4,2,1,13,1.86,16,9,7
4,Pleasanton Rage ECNL GU15,Pleasanton Rage,20429,7,3,2,2,11,1.57,6,10,-4
5,Mustang SC ECNL GU15,Mustang Soccer,13301,7,3,3,1,10,1.43,15,12,3
6,Santa Rosa United ECNL GU15,Santa Rosa United Soccer,20432,7,2,4,1,7,1.0,9,18,-9
7,Marin FC ECNL GU15,Marin FC,35163,7,2,5,0,6,0.86,5,11,-6
8,DeAnza Force ECNL GU15,Force,45843,7,0,6,1,1,0.14,2,22,-20
