date,time,type,homeTeam,homeScore,awayScore,awayTeam,complex,venue,status,matchID
2020-11-07,12:00 PM,Bracket,Crossfire United ECNL GU14,1,2,Portland Thorns Academy ECNL GU14,Mountain View Champions Park,Field 3,On Time,207984
2020-11-14,12:00 PM,Bracket,Portland Thorns Academy ECNL GU14,3,3,FC Portland ECNL GU14,Mt View Champions Park,Field 2,On Time,208021
2020-11-21,12:00 PM,Bracket,FC Portland ECNL GU14,3,0,Portland Thorns Academy ECNL GU14,Mountain View Champions Park,Field 2,On Time,207974
2020-12-13,09:30 AM,Bracket,Portland Thorns Academy ECNL GU14,3,0,Crossfire United ECNL GU14,Mt View Champions Park,Field 2,On Time,208017
2021-02-06,09:00 AM,Bracket,Washington Premier ECNL GU14,3,0,Eastside FC ECNL GU14,WPFC Field Complex,Field 4,On Time,207995
2021-02-06,09:00 AM,Bracket,Pacific Northwest SC ECNL GU14,0,5,Seattle United ECNL GU14,Starfire Sports,Field 4,On Time,208031
2021-02-21,03:00 PM,Bracket,Pacific Northwest SC ECNL GU14,0,0,Eastside FC ECNL GU14,Starfire Sports,Field 3,On Time,207991
2021-02-27,10:00 AM,Bracket,FC Portland ECNL GU14,3,0,Crossfire United ECNL GU14,Liberty High School,Clive Charles Field,On Time,207990
2021-02-28,09:00 AM,Bracket,Eastside FC ECNL GU14,2,6,Seattle United ECNL GU14,PRESTON PARK ATHLETIC FIELDS,Field 2,On Time,208015
2021-02-28,01:00 PM,Bracket,Crossfire Premier  ECNL GU14,7,0,Pacific Northwest SC ECNL GU14,Marymoor Park,#3 (Turf),On Time,208010
2021-03-05,07:00 PM,Bracket,Crossfire United ECNL GU14,0,4,FC Portland ECNL GU14,THPRD Rec Center,# 1,On Time,208022
2021-03-06,11:00 AM,Bracket,Eastside FC ECNL GU14,1,1,Washington Premier ECNL GU14,PRESTON PARK ATHLETIC FIELDS,Field 1,On Time,207989
2021-03-07,09:00 AM,Bracket,Seattle United ECNL GU14,7,1,Pacific Northwest SC ECNL GU14,Shoreline A/B fields,Field A,On Time,208019
2021-03-13,05:00 PM,Bracket,Washington Premier ECNL GU14,2,1,Seattle United ECNL GU14,WPFC Field Complex,Field 3,On Time,207971
2021-03-14,11:00 AM,Bracket,Pacific Northwest SC ECNL GU14,0,10,Crossfire Premier  ECNL GU14,Starfire Sports,Field 3,On Time,208014
2021-03-21,09:00 AM,Bracket,Eastside FC ECNL GU14,1,1,Pacific Northwest SC ECNL GU14,PRESTON PARK ATHLETIC FIELDS,Field 2,On Time,207983
2021-03-21,05:00 PM,Bracket,Crossfire Premier  ECNL GU14,1,0,Seattle United ECNL GU14,Marymoor Park,#3 (Turf),On Time,208028
2021-03-27,12:30 PM,Bracket,Seattle United ECNL GU14,0,0,Washington Premier ECNL GU14,Ingraham High School,North,On Time,208009
2021-03-27,03:00 PM,Bracket,Crossfire Premier  ECNL GU14,4,1,Eastside FC ECNL GU14,Marymoor Park,#3 (Turf),On Time,208012
2021-04-18,09:00 AM,Bracket,Washington Premier ECNL GU14,0,1,Crossfire Premier  ECNL GU14,WPFC Field Complex,Field 3,On Time,208030
2021-04-18,09:00 AM,Bracket,Seattle United ECNL GU14,3,3,Eastside FC ECNL GU14,Jane Addams ,East/West,On Time,208032
2021-04-24,11:00 AM,Bracket,Crossfire Premier  ECNL GU14,5,0,Portland Thorns Academy ECNL GU14,Marymoor Park,#3 (Turf),On Time,207993
2021-04-24,12:30 PM,Bracket,Seattle United ECNL GU14,4,2,Boise Thorns FC ECNL GU14,Ingraham High School,South,On Time,207994
2021-04-25,09:00 AM,Bracket,Crossfire Premier  ECNL GU14,5,2,Boise Thorns FC ECNL GU14,Marymoor Park,#1 (Turf),On Time,207997
2021-04-25,09:00 AM,Bracket,Washington Premier ECNL GU14,2,1,Pacific Northwest SC ECNL GU14,WPFC Field Complex,Field 4,On Time,208002
2021-04-25,01:30 PM,Bracket,Seattle United ECNL GU14,2,4,Portland Thorns Academy ECNL GU14,Nathan Hale High School,Stadium,On Time,207996
2021-05-01,09:00 AM,Bracket,FC Portland ECNL GU14,6,2,Boise Thorns FC ECNL GU14,Liberty High School,Clive Charles Field,On Time,208042
2021-05-01,12:00 PM,Bracket,Eastside FC ECNL GU14,0,2,Crossfire Premier  ECNL GU14,PRESTON PARK ATHLETIC FIELDS,Field 2,On Time,208018
2021-05-01,02:00 PM,Group Play,Crossfire United ECNL GU14,1,0,Portland Thorns Academy ECNL GU14,Mountain View Champions Park,Field 3,On Time,233512
2021-05-02,11:30 AM,Bracket,Crossfire United ECNL GU14,0,7,Boise Thorns FC ECNL GU14,Tigard High School ,1,On Time,208040
2021-05-02,12:00 PM,Group Play,Portland Thorns Academy ECNL GU14,1,5,FC Portland ECNL GU14,Mt View Champions Park,Field 2,On Time,233519
2021-05-08,11:00 AM,Bracket,Crossfire Premier  ECNL GU14,1,0,Crossfire United ECNL GU14,Marymoor Park,#4 (Turf),On Time,208004
2021-05-08,01:00 PM,Bracket,Seattle United ECNL GU14,0,4,FC Portland ECNL GU14,Shoreline A/B fields,Field A,On Time,208005
2021-05-08,01:00 PM,Bracket,Pacific Northwest SC ECNL GU14,1,4,Washington Premier ECNL GU14,Starfire Sports,Field 4,On Time,208029
2021-05-08,02:00 PM,Bracket,Eastside FC ECNL GU14,4,1,Portland Thorns Academy ECNL GU14,PRESTON PARK ATHLETIC FIELDS,Field 1,On Time,207979
2021-05-09,09:00 AM,Bracket,Crossfire Premier  ECNL GU14,2,0,FC Portland ECNL GU14,Marymoor Park,#2 (Turf),On Time,208007
2021-05-09,09:30 AM,Bracket,Seattle United ECNL GU14,3,2,Crossfire United ECNL GU14,Jane Addams ,East/West,On Time,208006
2021-05-15,11:00 AM,Bracket,Boise Thorns FC ECNL GU14,4,2,Portland Thorns Academy ECNL GU14,Boise Timbers|Thorns - Soccer Complex,Field 2,On Time,208035
2021-05-15,11:30 AM,Bracket,Crossfire United ECNL GU14,2,0,Pacific Northwest SC ECNL GU14,PCC Rock Creek,Field 2,On Time,208034
2021-05-15,02:00 PM,Bracket,FC Portland ECNL GU14,2,2,Washington Premier ECNL GU14,Hillsboro High School (Hillhi) Stadium Turf Field,Field 1,On Time,208033
2021-05-16,09:00 AM,Bracket,Crossfire United ECNL GU14,0,1,Washington Premier ECNL GU14,PCC Rock Creek,Field 2,On Time,208036
