rank,team,club,teamID,gp,w,l,d,pts,ppg,gf,ga,gd
1,Crossfire Premier  ECNL GU14,No Club Selection,26840,12,12,0,0,36,3.0,43,3,40
2,FC Portland ECNL GU14,FC Portland Academy,35159,12,8,1,3,27,2.25,41,15,26
3,Washington Premier ECNL GU14,Washington Premier FC,35179,12,7,2,3,24,2.0,19,10,9
4,Boise Thorns FC ECNL GU14,Boise Timbers | Thorns,35152,8,4,4,0,12,1.5,24,22,2
5,Seattle United ECNL GU14,Seattle United,35177,12,5,5,2,17,1.42,31,24,7
6,Portland Thorns Academy ECNL GU14,Portland Thorns FC,45860,12,3,7,2,11,0.92,18,31,-13
7,Eastside FC ECNL GU14,Eastside FC (WA),35153,12,1,6,5,8,0.67,17,29,-12
8,Crossfire United ECNL GU14,Oregon Surf SC,32700,12,2,8,2,8,0.67,9,27,-18
9,Pacific Northwest SC ECNL GU14,PacNW,35172,12,0,9,3,3,0.25,7,48,-41
