rank,team,club,teamID,gp,w,l,d,pts,ppg,gf,ga,gd
1,Mustang SC ECNL GU18/U19 Composite,Mustang Soccer,10642,1,1,0,0,3,3.0,2,1,1
2,Pleasanton Rage ECNL GU18/U19 Composite,Pleasanton Rage,35383,1,0,1,0,0,0.0,1,2,-1
3,DeAnza Force ECNL GU18/U19 Composite,Force,46394,0,0,0,0,0,0.0,0,0,0
4,Davis Legacy ECNL GU18/U19 Composite,Davis Legacy Soccer Club,35374,0,0,0,0,0,0.0,0,0,0
5,Marin FC ECNL GU18/U19 Composite,Marin FC,35854,0,0,0,0,0,0.0,0,0,0
6,MVLA ECNL GU18/U19 Composite ,MVLA,47719,0,0,0,0,0,0.0,0,0,0
7,San Juan SC ECNL GU18/U19 Composite,San Juan Soccer Club,35386,0,0,0,0,0,0.0,0,0,0
8,Santa Rosa United ECNL U18/U19 Composite,Santa Rosa United Soccer,35389,0,0,0,0,0,0.0,0,0,0
