rank,team,club,teamID,gp,w,l,d,pts,ppg,gf,ga,gd
1,San Juan SC ECNL GU14,San Juan Soccer Club,35173,7,7,0,0,21,3.0,32,0,32
2,MVLA ECNL GU14,MVLA,35169,7,6,1,0,18,2.57,38,2,36
3,Mustang SC ECNL GU14,Mustang Soccer,18803,7,4,3,0,12,1.71,12,13,-1
4,Pleasanton Rage ECNL GU14,Pleasanton Rage,35170,7,2,3,2,8,1.14,10,14,-4
5,Santa Rosa United ECNL GU14,Santa Rosa United Soccer,35174,7,2,4,1,7,1.0,11,34,-23
6,DeAnza Force ECNL GU14,Force,45842,7,2,5,0,6,0.86,10,16,-6
7,Marin FC ECNL GU14,Marin FC,35162,7,1,4,2,5,0.71,3,16,-13
8,Davis Legacy ECNL GU14,Davis Legacy Soccer Club,21335,7,1,5,1,4,0.57,5,26,-21
