rank,team,club,teamID,gp,w,l,d,pts,ppg,gf,ga,gd
1,Real Colorado National ECNL GU18/U19,Real Colorado,45858,10,9,1,0,27,2.7,36,12,24
2,La Roca FC ECNL GU18/U19,La Roca FC,45852,10,8,2,0,24,2.4,38,8,30
3,Utah Avalanche ECNL GU18/U19,Utah Avalanche,6935,10,5,5,0,15,1.5,24,16,8
4,Colorado Rapids ECNL GU18/U19,Colorado Storm,2856,10,4,6,0,12,1.2,23,31,-8
5,Real Colorado Athletico ECNL GU18/U19,Real Colorado,46448,10,3,7,0,9,0.9,12,33,-21
6,Pride SC ECNL GU18/U19,Pride SC,35224,10,1,9,0,3,0.3,10,43,-33
