rank,team,club,teamID,gp,w,l,d,pts,ppg,gf,ga,gd
1,Real Colorado National ECNL GU14,Real Colorado,45854,10,9,1,0,27,2.7,44,7,37
2,Utah Avalanche ECNL GU14,Utah Avalanche,35178,10,8,1,1,25,2.5,25,6,19
3,Real Colorado Athletico ECNL GU14,Real Colorado,46444,10,3,5,2,11,1.1,9,17,-8
4,Colorado Rapids ECNL GU14,Colorado Storm,35218,10,2,6,2,8,0.8,9,22,-13
5,Pride SC ECNL GU14,Pride SC,35220,10,0,9,1,1,0.1,5,39,-34
