rank,team,club,teamID,gp,w,l,d,pts,ppg,gf,ga,gd
1,Crossfire Premier ECNL GU13,No Club Selection,21818,12,12,0,0,36,3.0,59,3,56
2,Washington Premier ECNL GU13,Washington Premier FC,39098,12,9,2,1,28,2.33,39,7,32
3,Eastside FC ECNL GU13,Eastside FC (WA),46753,12,6,4,2,20,1.67,21,16,5
4,Portland Thorns Academy ECNL GU13,Portland Thorns FC,45859,12,5,4,3,18,1.5,21,17,4
5,Crossfire United ECNL GU13,Oregon Surf SC,32701,11,3,5,3,12,1.09,20,28,-8
6,Seattle United ECNL GU13,Seattle United,39162,12,4,7,1,13,1.08,17,27,-10
7,Pacific Northwest SC ECNL GU13,PacNW,46755,12,2,10,0,6,0.5,5,43,-38
8,FC Portland ECNL GU13,FC Portland Academy,46758,1,0,1,0,0,0.0,0,1,-1
