rank,team,club,teamID,gp,w,l,d,pts,ppg,gf,ga,gd
1,Pacific Northwest SC ECNL GU18/U19 Composite,PacNW,19377,8,7,0,1,22,2.75,17,3,14
2,Crossfire Premier ECNL GU18/U19 Composite,Crossfire Premier,47758,8,6,1,1,19,2.38,16,5,11
3,Seattle United ECNL GU18/U19 Composite,Seattle United,31573,8,2,5,1,7,0.88,8,15,-7
4,Eastside FC ECNL GU18/U19 Composite,Eastside FC (WA),48009,8,2,6,0,6,0.75,7,21,-14
5,Washington Premier ECNL GU18/U19 Composite,Washington Premier FC,3052,8,1,6,1,4,0.5,6,10,-4
